回数,賞,ID,song_by
36,最優秀新人賞,1232,海峡恋歌_by_西尾夕紀
36,レコード大賞,7632,innocent world_by_Mr.Children
36,ミュージックビデオ賞,5327,ROSIER_by_LUNA SEA
36,ミュージックビデオ賞,5328,神様の宝石でできた島_by_MIYA・YAMI
36,優秀賞,5511,月_by_桑田佳祐
36,優秀賞,3671,花のように鳥のように_by_桂銀淑
36,優秀賞,7704,夜桜お七_by_坂本冬美
36,優秀賞,5154,恋しさと せつなさと 心強さと_by_篠原涼子 with t.komuro
36,優秀賞,7643,survival dAnce ～no no cry more～_by_TRF
36,優秀賞,7702,めおと酒_by_長山洋子
36,優秀賞,738,今を抱きしめて_by_NOA
36,優秀賞,5105,花のワルツ_by_藤あや子
36,優秀賞,6706,愛が生まれた日_by_藤谷美和子・大内義昭
36,優秀賞,7632,innocent world_by_Mr.Children
37,最優秀歌唱賞,2294,夢街道_by_山本譲二
37,最優秀新人賞,8110,桃と林檎の物語_by_美山純子
37,レコード大賞,8222,Overnight Sensation ～時代はあなたに委ねてる～_by_TRF
37,優秀作品賞,8767,愛すること_by_辛島美登里
37,優秀作品賞,8561,碧いうさぎ_by_酒井法子
37,優秀作品賞,8222,Overnight Sensation ～時代はあなたに委ねてる～_by_TRF
37,優秀作品賞,8210,KANSHAして_by_SMAP
37,優秀作品賞,8612,シーソーゲーム ～勇敢な恋の歌～_by_Mr.Children
37,優秀作品賞,8242,捨てられて_by_長山洋子
37,優秀作品賞,8388,ズルい女_by_シャ乱Q
37,優秀作品賞,8297,旅まくら_by_天童よしみ
37,優秀作品賞,8199,TRY ME ～私を信じて～_by_安室奈美恵 with SUPER MONKEY'S
37,優秀作品賞,8487,ロビンソン_by_スピッツ
38,レコード大賞,9016,Don't wanna cry_by_安室奈美恵
38,優秀作品賞,9016,Don't wanna cry_by_安室奈美恵
38,優秀作品賞,9044,バンザイ ～好きでよかった～_by_ウルフルズ
38,優秀作品賞,9012,I'm proud_by_華原朋美
38,優秀作品賞,8900,DEPARTURES_by_globe
38,優秀作品賞,9028,螢の提灯_by_坂本冬美
38,優秀作品賞,9087,いいわけ_by_シャ乱Q
38,優秀作品賞,8953,そばかす_by_JUDY AND MARY
38,優秀作品賞,8970,倖せにしてね_by_長山洋子
38,優秀作品賞,9207,アジアの純真_by_PUFFY
38,優秀作品賞,9318,紅_by_藤あや子
39,レコード大賞,9574,CAN YOU CELEBRATE?_by_安室奈美恵
39,優秀作品賞,9574,CAN YOU CELEBRATE?_by_安室奈美恵
39,優秀作品賞,9509,Dear My Friend_by_Every Little Thing
39,優秀作品賞,9693,夫婦みち_by_オーロラ輝子(河合美智子)
39,優秀作品賞,9710,Glass_by_河村隆一
39,優秀作品賞,9879,HOWEVER_by_GLAY
39,優秀作品賞,9598,すき_by_香西かおり
39,優秀作品賞,10091,White Love_by_SPEED
39,優秀作品賞,8968,珍島物語_by_天童よしみ
39,優秀作品賞,9659,Give me a Shake_by_MAX
39,優秀作品賞,9839,ひだまりの詩_by_Le Couple
40,レコード大賞,10499,wanna Be A Dreammaker_by_globe
40,優秀作品賞,2325,哀愁港_by_田川寿美
40,優秀作品賞,10407,ALIVE_by_SPEED
40,優秀作品賞,10353,SOUL LOVE_by_GLAY
40,優秀作品賞,10159,Time goes by_by_Every Little Thing
40,優秀作品賞,10285,長い間_by_Kiroro
40,優秀作品賞,10136,二輪草_by_川中美幸
40,優秀作品賞,10418,HONEY_by_L'Arc～en～Ciel
40,優秀作品賞,10440,Ride on time_by_MAX
40,優秀作品賞,10404,Rhapsody in Blue_by_DA PUMP
40,優秀作品賞,10499,wanna Be A Dreammaker_by_globe
41,レコード大賞,10920,"Winter,again_by_GLAY"
41,優秀作品賞,11952,あの紙ヒコーキ くもり空わって_by_19
41,優秀作品賞,10920,"Winter,again_by_GLAY"
41,優秀作品賞,10887,Automatic_by_宇多田ヒカル
41,優秀作品賞,10709,北海岸_by_田川寿美
41,優秀作品賞,11587,君影草 -すずらん-_by_川中美幸
41,優秀作品賞,11427,だんご3兄弟_by_茂森あゆみ・速水けんたろう
41,優秀作品賞,10914,津軽の花_by_原田悠里
41,優秀作品賞,12835,Boys & Girls_by_浜崎あゆみ
41,優秀作品賞,10806,ラストチャンス_by_Something ELse
41,優秀作品賞,12080,LOVEマシーン_by_モーニング娘。
42,レコード大賞,12255,TSUNAMI_by_サザンオールスターズ
42,優秀作品賞,12784,あなたのキスを数えましょう～You were mine～_by_小柳ゆき
42,優秀作品賞,12540,if..._by_DA PUMP
42,優秀作品賞,12580,恋のダンスサイト_by_モーニング娘。
42,優秀作品賞,12470,こぼれ月_by_田川寿美
42,優秀作品賞,12384,SEASONS_by_浜崎あゆみ
42,優秀作品賞,12255,TSUNAMI_by_サザンオールスターズ
42,優秀作品賞,12652,Treasure_by_hiro
42,優秀作品賞,12630,孫_by_大泉逸郎
42,優秀作品賞,12364,夢ひとすじ_by_原田悠里
42,優秀作品賞,12436,LOVE 2000_by_hitomi
43,金賞,12859,fragile_by_Every Little Thing
43,金賞,14563,大河の流れ_by_川中美幸
43,金賞,14442,いつも何度でも_by_木村弓
43,金賞,14722,白い恋人達_by_桑田佳祐
43,金賞,13126,海鳴り_by_田川寿美
43,金賞,13333,Steppin' and Shakin'_by_DA PUMP
43,金賞,12999,春が来た_by_天童よしみ
43,金賞,14393,Dearest_by_浜崎あゆみ
43,金賞,12996,三年ぶりの人だから_by_原田悠里
43,金賞,12808,大井追っかけ音次郎_by_氷川きよし
43,金賞,13675,IS IT YOU?_by_hitomi
43,金賞,13680,Your innocence_by_hiro
43,レコード大賞,14393,Dearest_by_浜崎あゆみ
44,金賞,15572,亜麻色の髪の乙女_by_島谷ひとみ
44,金賞,15609,Eternal Place_by_hiro
44,金賞,15217,おんな坂_by_原田悠里
44,金賞,16109,貴船の宿_by_川中美幸
44,金賞,15131,きよしのズンドコ節_by_氷川きよし
44,金賞,15531,キヲク_by_Every Little Thing
44,金賞,19206,さとうきび畑_by_森山良子
44,金賞,51752,涙そうそう_by_夏川りみ
44,金賞,16392,女人高野_by_田川寿美
44,金賞,16083,Because of you_by_w-inds.
44,金賞,16014,Voyage_by_浜崎あゆみ
44,金賞,15065,LISTEN TO MY HEART_by_BoA
44,レコード大賞,16014,Voyage_by_浜崎あゆみ
45,金賞,16933,浮雲ふたり_by_神野美伽
45,金賞,17298,おんなの一生～汗の花～_by_川中美幸
45,金賞,18054,Double_by_BoA
45,金賞,17218,Together_by_EXILE
45,金賞,17143,鳥取砂丘_by_水森かおり
45,金賞,17513,Night Walk_by_DA PUMP
45,金賞,18104,No way to say_by_浜崎あゆみ
45,金賞,16842,白雲の城_by_氷川きよし
45,金賞,17633,Perseus -ペルセウス-_by_島谷ひとみ
45,金賞,17920,雪の華_by_中島美嘉
45,金賞,18132,Long Road_by_w-inds.
45,金賞,17943,童神～ヤマトグチ～_by_夏川りみ
45,レコード大賞,18104,No way to say_by_浜崎あゆみ
46,金賞,18998,あかね雲_by_神野美伽
46,金賞,19350,愛よ愛よ_by_夏川りみ
46,金賞,20907,あなたがいれば_by_華原朋美
46,金賞,19043,Carry On_by_EXILE
46,金賞,20326,QUINCY_by_BoA
46,金賞,19112,Sign_by_Mr.Children
46,金賞,18992,釧路湿原_by_水森かおり
46,金賞,17135,桜_by_河口恭吾
46,金賞,19296,Night Deluxe_by_Lead
46,金賞,18653,氷見の雪_by_原田悠里
46,金賞,19304,番場の忠太郎_by_氷川きよし
46,金賞,20286,胸焦がす..._by_DA PUMP
46,レコード大賞,19112,Sign_by_Mr.Children
47,金賞,25639,あたらしい季節へ_by_Lead
47,金賞,29608,十六夜の月_by_w-inds.
47,金賞,26262,Eventful_by_鈴木亜美
47,金賞,22157,ココロツタエ_by_夏川りみ
47,金賞,25760,五能線_by_水森かおり
47,金賞,35368,桜_by_コブクロ
47,金賞,25548,沙の川_by_原田悠里
47,金賞,26434,Butterfly_by_倖田來未
47,金賞,24272,初恋列車_by_氷川きよし
47,金賞,29607,プラネタリウム_by_大塚愛
47,レコード大賞,26434,Butterfly_by_倖田來未
48,金賞,37396,一剣_by_氷川きよし
48,金賞,46992,Winter Love_by_BoA
48,金賞,41850,気分上々↑↑_by_mihimaru GT
48,金賞,44438,君という名の翼_by_コブクロ
48,金賞,37577,熊野古道_by_水森かおり
48,金賞,45205,ブギウギ66_by_w-inds.
48,金賞,45217,Fly High_by_中ノ森BAND
48,金賞,37350,ボクノート_by_スキマスイッチ
48,金賞,46214,夢のうた_by_倖田來未
48,金賞,46810,恋愛写真_by_大塚愛
48,レコード大賞,37396,一剣_by_氷川きよし
49,金賞,56245,愛のうた_by_倖田來未
49,金賞,51353,金沢の雨_by_川中美幸
49,金賞,53482,きよしのソーラン節_by_氷川きよし
49,金賞,55108,Jewelry day_by_絢香
49,金賞,51215,蕾_by_コブクロ
49,金賞,55530,時の描片～トキノカケラ～_by_EXILE
49,金賞,55454,PEACH_by_大塚愛
49,金賞,52607,ひとり薩摩路_by_水森かおり
49,金賞,54838,LOVE IS THE GREATEST THING_by_w-inds.
49,金賞,56242,LOVE LETTER_by_BoA
49,レコード大賞,51215,蕾_by_コブクロ
50,レコード大賞,71028,Ti Amo_by_EXILE
50,優秀作品賞,60710,愛のままで…_by_秋元順子
50,優秀作品賞,64022,アメあと_by_w-inds.
50,優秀作品賞,69266,江戸の手毬唄II_by_℃-ute
50,優秀作品賞,64395,ギリギリHERO_by_mihimaru GT
50,優秀作品賞,61314,玄海船歌_by_氷川きよし
50,優秀作品賞,65385,JUNGLE DANCE_by_谷村奈南
50,優秀作品賞,60443,そばにいるね_by_青山テルマ feat.SoulJa
50,優秀作品賞,71028,Ti Amo_by_EXILE
50,優秀作品賞,68371,どうして君を好きになってしまったんだろう？_by_東方神起
50,優秀作品賞,65744,Moon Crying_by_倖田來未
50,優秀作品賞,70284,やぁ 無情_by_斉藤和義
50,優秀作品賞,63505,輪島朝市_by_水森かおり
51,レコード大賞,78716,Someday_by_EXILE
51,優秀作品賞,77229,安芸の宮島_by_水森かおり
51,優秀作品賞,80538,Infinity_by_girl next door
51,優秀作品賞,84214,YELL_by_いきものがかり
51,優秀作品賞,79085,おまえを連れて_by_北川大介
51,優秀作品賞,70938,手紙～親愛なる子供たちへ～_by_樋口了一
51,優秀作品賞,78716,Someday_by_EXILE
51,優秀作品賞,80883,Stand by U_by_東方神起
51,優秀作品賞,83705,ときめきのルンバ_by_氷川きよし
51,優秀作品賞,74305,また君に恋してる_by_坂本冬美
51,優秀作品賞,81523,Lick me_by_倖田來未
51,優秀作品賞,79482,Rain is Fallin'_by_w-inds.×G-DRAGON(BIG BANG)
52,レコード大賞,102471,I Wish For You_by_EXILE
52,優秀作品賞,102471,I Wish For You_by_EXILE
52,優秀作品賞,93785,逢いたい理由_by_AAA
52,優秀作品賞,94247,ありがとう_by_いきものがかり
52,優秀作品賞,96147,Tell Me Goodbye_by_BIGBANG
52,優秀作品賞,89774,トイレの神様_by_植村花菜
52,優秀作品賞,100304,虹色のバイヨン_by_氷川きよし
52,優秀作品賞,87720,New World_by_w-inds.
52,優秀作品賞,103616,Beginner_by_AKB48
52,優秀作品賞,93074,松島紀行_by_水森かおり
52,優秀作品賞,102743,Ready to be a lady_by_girl next door
53,レコード大賞,117976,フライングゲット_by_AKB48
53,優秀作品賞,112125,Esperanza_by_西野カナ
53,優秀作品賞,115039,GO GO サマー！_by_KARA
53,優秀作品賞,118339,CALL_by_AAA
53,優秀作品賞,102354,この夜を止めてよ_by_JUJU
53,優秀作品賞,113993,庄内平野 風の中_by_水森かおり
53,優秀作品賞,119174,情熱のマリアッチ_by_氷川きよし
53,優秀作品賞,111797,それでも信じてる_by_FUNKY MONKEY BABYS
53,優秀作品賞,117976,フライングゲット_by_AKB48
53,優秀作品賞,107878,Why?(Keep Your Head Down)_by_東方神起
53,優秀作品賞,115437,笑ってたいんだ_by_いきものがかり
54,レコード大賞,129970,真夏のSounds good !_by_AKB48
54,優秀作品賞,135269,ありがとう_by_JUJU
54,優秀作品賞,131062,風が吹いている_by_いきものがかり
54,優秀作品賞,131967,GO FOR IT !!_by_西野カナ
54,優秀作品賞,125353,櫻_by_氷川きよし
54,優秀作品賞,129078,酒のやど_by_香西かおり
54,優秀作品賞,132132,777 ～We can sing a song!～_by_AAA
54,優秀作品賞,133449,花火_by_三代目 J SOUL BROTHERS from EXILE TRIBE
54,優秀作品賞,136641,White Angel_by_フェアリーズ
54,優秀作品賞,129970,真夏のSounds good !_by_AKB48
54,優秀作品賞,120979,やさしくなりたい_by_斉藤和義
55,大賞,144053,EXILE PRIDE ～こんな世界を愛するため～_by_EXILE
55,優秀作品賞,144414,伊勢めぐり_by_水森かおり
55,優秀作品賞,148359,笑顔_by_いきものがかり
55,優秀作品賞,144053,EXILE PRIDE ～こんな世界を愛するため～_by_EXILE
55,優秀作品賞,153208,男の火祭り_by_坂本冬美
55,優秀作品賞,151241,恋音と雨空_by_AAA
55,優秀作品賞,150981,恋するフォーチュンクッキー_by_AKB48
55,優秀作品賞,153115,さよなら_by_西野カナ
55,優秀作品賞,153251,太陽の女神_by_家入レオ
55,優秀作品賞,143130,にんじゃりばんばん_by_きゃりーぱみゅぱみゅ
55,優秀作品賞,151072,満天の瞳(ほし)_by_氷川きよし
56,優秀作品賞,155133,雨のち晴レルヤ_by_ゆず
56,優秀作品賞,169819,さよならの前に_by_AAA
56,優秀作品賞,167516,Darling_by_西野カナ
56,優秀作品賞,169807,ちょいときまぐれ渡り鳥_by_氷川きよし
56,優秀作品賞,169169,東京VICTORY_by_サザンオールスターズ
56,優秀作品賞,170638,熱情のスペクトラム_by_いきものがかり
56,優秀作品賞,162516,ファミリーパーティー_by_きゃりーぱみゅぱみゅ
56,優秀作品賞,162361,炎と森のカーニバル_by_SEKAI NO OWARI
56,優秀作品賞,163977,ラブラドール・レトリバー_by_AKB48
56,優秀作品賞,165885,R.Y.U.S.E.I._by_三代目 J SOUL BROTHERS from EXILE TRIBE
56,日本レコード大賞,165885,R.Y.U.S.E.I._by_三代目 J SOUL BROTHERS from EXILE TRIBE
57,優秀作品賞,194081,愛してるのに、愛せない_by_AAA
57,優秀作品賞,182535,ありがとうForever..._by_西内まりや
57,優秀作品賞,192689,Unfair World_by_三代目 J SOUL BROTHERS from EXILE TRIBE
57,優秀作品賞,194760,愛しのテキーロ_by_氷川きよし
57,優秀作品賞,179447,お岩木山_by_三山ひろし
57,優秀作品賞,193479,トリセツ_by_西野カナ
57,優秀作品賞,186185,僕たちは戦わない_by_AKB48
57,優秀作品賞,178009,もんだいガール_by_きゃりーぱみゅぱみゅ
57,優秀作品賞,183103,大和路の恋_by_水森かおり
57,優秀作品賞,184273,私以外私じゃないの_by_ゲスの極み乙女。
57,日本レコード大賞,192689,Unfair World_by_三代目 J SOUL BROTHERS from EXILE TRIBE
58,優秀作品賞,198591,海の声_by_浦島太郎(桐谷健太)
58,優秀作品賞,211377,女は抱かれて鮎になる_by_坂本冬美
58,優秀作品賞,204850,最＆高_by_きゃりーぱみゅぱみゅ
58,優秀作品賞,198805,365日の紙飛行機_by_AKB48
58,優秀作品賞,215180,涙のない世界_by_AAA
58,優秀作品賞,206487,花束を君に_by_宇多田ヒカル
58,優秀作品賞,214610,BELIEVE_by_西内まりや
58,優秀作品賞,201972,みれん心_by_氷川きよし
58,優秀作品賞,213427,ラストシーン_by_いきものがかり
58,日本レコード大賞,207074,あなたの好きなところ_by_西野カナ
58,特別話題賞,216737,PPAP(ペンパイナッポーアッポーペン)_by_ピコ太郎
59,優秀作品賞,226410,インフルエンサー_by_乃木坂46
59,優秀作品賞,222246,EXCITE_by_三浦大知
59,優秀作品賞,225816,男の絶唱_by_氷川きよし
59,優秀作品賞,223597,男の流儀_by_三山ひろし
59,優秀作品賞,238404,風に吹かれても_by_欅坂46
59,優秀作品賞,233270,キラキラ feat. カンナ_by_AI
59,優秀作品賞,237633,手をつなぐ理由_by_西野カナ
59,優秀作品賞,230082,願いごとの持ち腐れ_by_AKB48
59,優秀作品賞,237650,LIFE_by_AAA
59,優秀作品賞,231967,RAIN_by_SEKAI NO OWARI
59,日本レコード大賞,226410,インフルエンサー_by_乃木坂46
60,レコード大賞,247989,シンクロニシティ_by_乃木坂46
60,優秀作品賞,254130,アンビバレント_by_欅坂46
60,優秀作品賞,242187,いごっそ魂_by_三山ひろし
60,優秀作品賞,248125,Wake Me Up_by_TWICE
60,優秀作品賞,242521,サザンカ_by_SEKAI NO OWARI
60,優秀作品賞,243189,勝負の花道_by_氷川きよし
60,優秀作品賞,247989,シンクロニシティ_by_乃木坂46
60,優秀作品賞,249740,Teacher Teacher_by_AKB48
60,優秀作品賞,254390,Be Myself_by_三浦大知
60,優秀作品賞,255414,Bedtime Story_by_西野カナ
60,優秀作品賞,250345,U.S.A._by_DA PUMP
61,レコード大賞,254123,パプリカ_by_Foorin
61,優秀作品賞,273916,ECHO_by_Little Glee Monster
61,優秀作品賞,268969,片隅_by_三浦大知
61,優秀作品賞,263861,黒い羊_by_欅坂46
61,優秀作品賞,274277,サステナブル_by_AKB48
61,優秀作品賞,267524,純烈のハッピーバースデー_by_純烈
61,優秀作品賞,268344,Sing Out!_by_乃木坂46
61,優秀作品賞,264399,大丈夫_by_氷川きよし
61,優秀作品賞,270565,ドレミソラシド_by_日向坂46
61,優秀作品賞,270646,P.A.R.T.Y. ～ユニバース・フェスティバル～_by_DA PUMP
61,優秀作品賞,254123,パプリカ_by_Foorin
62,レコード大賞,292195,炎_by_LiSA
62,優秀作品賞,279959,I'm Here_by_三浦大知
62,優秀作品賞,282074,愛をください～Don't you cry～_by_純烈
62,優秀作品賞,290088,足跡_by_Little Glee Monster
62,優秀作品賞,287216,香水_by_瑛人
62,優秀作品賞,286761,世界中の隣人よ_by_乃木坂46
62,優秀作品賞,234121,猫_by_DISH//
62,優秀作品賞,287529,離れていても_by_AKB48
62,優秀作品賞,280766,母_by_氷川きよし
62,優秀作品賞,289729,Fantasista～ファンタジスタ～_by_DA PUMP
62,優秀作品賞,292195,炎_by_LiSA
63,レコード大賞,292678,CITRUS_by_Da-iCE
63,優秀作品賞,309101,明け星_by_LiSA
63,優秀作品賞,297373,君がそばにいるから_by_純烈
63,優秀作品賞,303623,ごめんねFingers crossed_by_乃木坂46
63,優秀作品賞,292678,CITRUS_by_Da-iCE
63,優秀作品賞,300427,Take a picture_by_NiziU
63,優秀作品賞,298572,Dream on the street_by_DA PUMP
63,優秀作品賞,308342,根も葉もRumor_by_AKB48
63,優秀作品賞,299323,Backwards_by_三浦大知
63,優秀作品賞,307477,Happy!_by_氷川きよし
63,優秀作品賞,297041,勿忘_by_Awesome City Club
